usd_cleaning_fee,f_room_type,f_property_type,f_room_type2,f_property_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,p_host_response_rate,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,n_accommodates2,f_bathroom,f_number_of_reviews,n_days_since2,n_days_since3,f_minimum_nights,price,neighbourhood_cleansed,cancellation_policy,room_type,property_type,d_elevator,d_familykidfriendly,d_freeparkingonpremises,d_gym,d_hottub,d_petsallowed,d_pool,d_privatebathroom,d_privateentrance,d_selfcheckin,d_smokingallowed,d_tv,d_wheelchairaccessible,d_24hourcheckin,d_airconditioning,d_bathtub,d_breakfast,d_cleaningbeforecheckout,d_coffeemaker,d_dishwasher,city
10,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Cotham,68,100,2,1,93,18,1,1.19,10,3,1,452,4,1,1,204304,92345408,3,68,Cotham,moderate,Entire home/apt,Apartment,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bristol
40,Hotel room,Serviced apartment,Private,Apartment,strict,Real Bed,Ashley,69,94,4,1,100,5,2,0.34,14,2,3,446,16,1,1,198916,88716536,2,69,Ashley,strict,Hotel room,Serviced apartment,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,Bristol
40,Hotel room,Serviced apartment,Private,Apartment,strict,Real Bed,Ashley,65,94,4,1,96,10,2,0.61,14,2,2,494,16,1,1,244036,120553784,2,65,Ashley,strict,Hotel room,Serviced apartment,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,Bristol
5,Private room,Apartment,Private,Apartment,flexible,Real Bed,Ashley,35,100,2,1,100,49,1,2.91,10,1,1,505,4,1,1,255025,128787625,1,35,Ashley,flexible,Private room,Apartment,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Bristol
35,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Westbury-on-Trym & Henleaze,95,100,4,1,94,56,2,3.41,15,2,2,492,16,1,2,242064,119095488,2,95,Westbury-on-Trym & Henleaze,flexible,Entire home/apt,Apartment,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,Bristol
65,Hotel room,Serviced apartment,Private,Apartment,strict,Real Bed,Redland,90,94,6,1,93,6,1,0.39,0,2,3,459,36,1,1,210681,96702579,2,90,Redland,strict,Hotel room,Serviced apartment,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Bristol
0,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Ashley,75,NA,2,1,93.62421524663677,0,1,NA,0,12,1,NA,4,1,0,NA,NA,3,75,Ashley,flexible,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bristol
0,Private room,Apartment,Private,Apartment,flexible,Real Bed,Southville,36,100,1,2.5,100,43,1,2.6,45,1,1,496,1,2,1,246016,122023936,1,36,Southville,flexible,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bristol
15,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Central,65,100,2,1,99,92,2,5.59,0,1,1,493,4,1,2,243049,119823157,1,65,Central,flexible,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
0,Private room,Apartment,Private,Apartment,flexible,Real Bed,Hotwells & Harbourside,77,NA,2,1,96,11,2,0.66,35,1,1,502,4,1,1,252004,126506008,1,77,Hotwells & Harbourside,flexible,Private room,Apartment,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bristol
30,Hotel room,Serviced apartment,Private,Apartment,strict,Real Bed,Hotwells & Harbourside,60,94,4,1,91,28,2,1.7,18,1,1,494,16,1,1,244036,120553784,1,60,Hotwells & Harbourside,strict,Hotel room,Serviced apartment,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Bristol
60,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Cotham,90,100,4,1.5,93,26,1,1.62,15,2,2,480,16,1,1,230400,110592000,2,90,Cotham,moderate,Entire home/apt,Apartment,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Bristol
30,Hotel room,Serviced apartment,Private,Apartment,strict,Real Bed,Hotwells & Harbourside,65,94,2,1,85,4,1,0.34,0,1,1,357,4,1,1,127449,45499293,1,65,Hotwells & Harbourside,strict,Hotel room,Serviced apartment,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Bristol
40,Hotel room,Serviced apartment,Private,Apartment,strict,Real Bed,Clifton Down,75,94,4,1,86,19,2,1.3,14,2,3,438,16,1,1,191844,84027672,2,75,Clifton Down,strict,Hotel room,Serviced apartment,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Bristol
15,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,St George Central,47,NA,2,1,60,2,2,0.13,4,2,1,466,4,1,1,217156,101194696,2,47,St George Central,flexible,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bristol
49,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Ashley,60,100,2,1,96,15,1,2.6,0,2,1,172,4,1,1,29584,5088448,2,60,Ashley,strict,Entire home/apt,Apartment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bristol
30,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Hotwells & Harbourside,80,100,2,2,100,2,2,0.36,90,8,2,165,4,2,1,27225,4492125,3,80,Hotwells & Harbourside,moderate,Entire home/apt,Apartment,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Bristol
0,Entire home/apt,Serviced apartment,Entire/Apt,Apartment,strict,Real Bed,Clifton Down,299,100,4,1,93,3,4,0.19,0,1,2,465,16,1,1,216225,100544625,1,299,Clifton Down,strict,Entire home/apt,Serviced apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,Bristol
0,Entire home/apt,Serviced apartment,Entire/Apt,Apartment,strict,Real Bed,Clifton Down,299,100,4,2,100,1,4,0.11,0,1,2,263,16,2,1,69169,18191447,1,299,Clifton Down,strict,Entire home/apt,Serviced apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Bristol
6,Private room,Serviced apartment,Private,Apartment,flexible,Couch,Central,40,97,2,2,88,120,2,7.48,20,1,1,480,4,2,2,230400,110592000,1,40,Central,flexible,Private room,Serviced apartment,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Bristol
6,Private room,Serviced apartment,Private,Apartment,flexible,Couch,Central,30,97,2,1,87,123,2,7.67,20,1,1,480,4,1,2,230400,110592000,1,30,Central,flexible,Private room,Serviced apartment,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Bristol
25,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Hotwells & Harbourside,95,100,2,1,100,86,1,5.71,0,2,1,451,4,1,2,203401,91733851,2,95,Hotwells & Harbourside,moderate,Entire home/apt,Apartment,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,Bristol
15,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Avonmouth & Lawrence Weston,66,100,5,1,100,6,4,0.38,5,2,2,473,25,1,1,223729,105823817,2,66,Avonmouth & Lawrence Weston,moderate,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Bristol
15,Private room,Apartment,Private,Apartment,moderate,Real Bed,Avonmouth & Lawrence Weston,66,100,2,1,100,3,1,0.19,0,3,1,485,4,1,1,235225,114084125,3,66,Avonmouth & Lawrence Weston,moderate,Private room,Apartment,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Bristol
9,Private room,Loft,Private,Loft,flexible,Real Bed,Knowle,35,100,2,1,92,10,1,1.82,0,1,1,164,4,1,1,26896,4410944,1,35,Knowle,flexible,Private room,Loft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bristol
30,Private room,Apartment,Private,Apartment,moderate,Real Bed,Ashley,180,NA,6,2.5,100,5,1,0.31,0,5,6,480,36,2,1,230400,110592000,3,180,Ashley,moderate,Private room,Apartment,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Bristol
0,Private room,Apartment,Private,Apartment,flexible,Real Bed,Ashley,42,90,2,1,97,7,1,0.45,10,1,1,466,4,1,1,217156,101194696,1,42,Ashley,flexible,Private room,Apartment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bristol
54,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Clifton Down,80,100,3,1,91,94,2,6.05,0,2,2,465,9,1,2,216225,100544625,2,80,Clifton Down,moderate,Entire home/apt,Apartment,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bristol
15,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Central,100,100,2,2,96,14,1,0.91,0,1,2,459,4,2,1,210681,96702579,1,100,Central,flexible,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,Bristol
30,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Ashley,70,100,4,1,98,62,2,3.87,0,1,2,480,16,1,2,230400,110592000,1,70,Ashley,strict,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Bristol
10,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Bishopston & Ashley Down,44,80,4,1,93,45,2,2.87,10,2,2,469,16,1,1,219961,103161709,2,44,Bishopston & Ashley Down,strict,Entire home/apt,Apartment,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bristol
35,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Ashley,80,100,5,1,97,83,1,5.57,0,2,3,446,25,1,2,198916,88716536,2,80,Ashley,flexible,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,Bristol
30,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Ashley,70,100,4,1,97,51,2,3.25,0,1,2,470,16,1,2,220900,103823000,1,70,Ashley,strict,Entire home/apt,Apartment,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Bristol
0,Private room,Apartment,Private,Apartment,moderate,Real Bed,Southville,19,100,2,1.5,89,7,1,0.86,15,1,1,242,4,1,1,58564,14172488,1,19,Southville,moderate,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bristol
30,Hotel room,Serviced apartment,Private,Apartment,moderate,Real Bed,Clifton Down,75,100,2,1,97,38,2,2.49,0,1,1,457,4,1,1,208849,95443993,1,75,Clifton Down,moderate,Hotel room,Serviced apartment,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Bristol
0,Entire home/apt,Serviced apartment,Entire/Apt,Apartment,strict,Real Bed,Cotham,250,100,2,1,93.62421524663677,0,2,NA,0,1,1,NA,4,1,0,NA,NA,1,250,Cotham,strict,Entire home/apt,Serviced apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Bristol
0,Entire home/apt,Serviced apartment,Entire/Apt,Apartment,strict,Real Bed,Cotham,250,100,2,1,93.62421524663677,0,2,NA,0,1,1,NA,4,1,0,NA,NA,1,250,Cotham,strict,Entire home/apt,Serviced apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Bristol
0,Entire home/apt,Serviced apartment,Entire/Apt,Apartment,strict,Real Bed,Cotham,250,100,2,1,93.62421524663677,0,2,NA,0,1,1,NA,4,1,0,NA,NA,1,250,Cotham,strict,Entire home/apt,Serviced apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Bristol
0,Entire home/apt,Serviced apartment,Entire/Apt,Apartment,strict,Real Bed,Cotham,250,100,4,2,100,1,4,0.44,0,1,2,67,16,2,1,4489,300763,1,250,Cotham,strict,Entire home/apt,Serviced apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
0,Private room,Apartment,Private,Apartment,flexible,Real Bed,Southville,33,100,1,2,97,45,1,2.98,45,1,2,452,1,2,1,204304,92345408,1,33,Southville,flexible,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Bristol
0,Private room,Apartment,Private,Apartment,flexible,Real Bed,Lawrence Hill,25,100,1,1,96,17,1,1.08,0,28,1,470,1,1,1,220900,103823000,3,25,Lawrence Hill,flexible,Private room,Apartment,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Bristol
27,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Central,55,100,2,1,86,79,1,4.98,0,1,1,475,4,1,2,225625,107171875,1,55,Central,strict,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Bristol
49,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Cotham,100,NA,4,1,90,2,1,0.17,15,2,2,346,16,1,1,119716,41421736,2,100,Cotham,strict,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,Bristol
49,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Easton,60,100,2,1,93,13,1,0.83,15,2,1,468,4,1,1,219024,102503232,2,60,Easton,moderate,Entire home/apt,Apartment,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
0,Private room,Apartment,Private,Apartment,strict,Real Bed,Central,50,100,2,1,100,19,1,1.19,10,1,1,479,4,1,1,229441,109902239,1,50,Central,strict,Private room,Apartment,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Bristol
0,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Central,500,100,2,1,93.62421524663677,0,2,NA,0,1,1,NA,4,1,0,NA,NA,1,500,Central,strict,Entire home/apt,Apartment,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Bristol
0,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Central,500,100,2,1,93.62421524663677,0,2,NA,0,1,1,NA,4,1,0,NA,NA,1,500,Central,strict,Entire home/apt,Apartment,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Bristol
0,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Central,500,100,4,1,93.62421524663677,0,4,NA,0,1,2,NA,16,1,0,NA,NA,1,500,Central,strict,Entire home/apt,Apartment,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Bristol
0,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Central,500,100,4,1,93.62421524663677,0,4,NA,0,1,2,NA,16,1,0,NA,NA,1,500,Central,strict,Entire home/apt,Apartment,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Bristol
0,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Central,600,100,4,2,93.62421524663677,0,4,NA,0,1,2,NA,16,2,0,NA,NA,1,600,Central,strict,Entire home/apt,Apartment,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Bristol
0,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Central,600,100,4,2,93.62421524663677,0,4,NA,0,1,2,NA,16,2,0,NA,NA,1,600,Central,strict,Entire home/apt,Apartment,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Bristol
0,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Central,500,100,2,1,93.62421524663677,0,2,NA,0,1,1,NA,4,1,0,NA,NA,1,500,Central,strict,Entire home/apt,Apartment,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Bristol
0,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Central,500,100,2,1,93.62421524663677,0,2,NA,0,1,1,NA,4,1,0,NA,NA,1,500,Central,strict,Entire home/apt,Apartment,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Bristol
0,Entire home/apt,Serviced apartment,Entire/Apt,Apartment,strict,Real Bed,Central,250,100,2,1,93.62421524663677,0,2,NA,0,1,1,NA,4,1,0,NA,NA,1,250,Central,strict,Entire home/apt,Serviced apartment,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Bristol
0,Entire home/apt,Serviced apartment,Entire/Apt,Apartment,strict,Real Bed,Central,199,100,4,2,67,3,4,0.23,0,1,2,388,16,2,1,150544,58411072,1,199,Central,strict,Entire home/apt,Serviced apartment,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Bristol
0,Entire home/apt,Serviced apartment,Entire/Apt,Apartment,strict,Real Bed,Central,199,100,2,1,93.62421524663677,0,2,NA,0,1,1,NA,4,1,0,NA,NA,1,199,Central,strict,Entire home/apt,Serviced apartment,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
0,Entire home/apt,Serviced apartment,Entire/Apt,Apartment,strict,Real Bed,Central,199,100,2,1,93.62421524663677,0,2,NA,0,1,1,NA,4,1,0,NA,NA,1,199,Central,strict,Entire home/apt,Serviced apartment,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
0,Entire home/apt,Serviced apartment,Entire/Apt,Apartment,strict,Real Bed,Central,250,100,4,2,93.62421524663677,0,4,NA,0,1,2,NA,16,2,0,NA,NA,1,250,Central,strict,Entire home/apt,Serviced apartment,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
0,Entire home/apt,Serviced apartment,Entire/Apt,Apartment,strict,Real Bed,Central,250,100,4,2,93.62421524663677,0,4,NA,0,1,2,NA,16,2,0,NA,NA,1,250,Central,strict,Entire home/apt,Serviced apartment,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
35,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Ashley,80,100,6,1,95,118,3,7.52,15,1,3,470,36,1,2,220900,103823000,1,80,Ashley,moderate,Entire home/apt,Apartment,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,Bristol
45,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Lawrence Hill,60,100,2,1,95,83,2,5.33,15,2,1,466,4,1,2,217156,101194696,2,60,Lawrence Hill,strict,Entire home/apt,Apartment,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
0,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Ashley,88,NA,4,1,70,5,1,0.32,0,2,3,466,16,1,1,217156,101194696,2,88,Ashley,flexible,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bristol
35,Entire home/apt,Serviced apartment,Entire/Apt,Apartment,moderate,Real Bed,Hillfields,109,100,6,1,100,3,3,0.19,20,10,5,464,36,1,1,215296,99897344,3,109,Hillfields,moderate,Entire home/apt,Serviced apartment,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Bristol
0,Private room,Apartment,Private,Apartment,moderate,Real Bed,Eastville,25,NA,2,1,100,3,1,0.22,0,1,1,417,4,1,1,173889,72511713,1,25,Eastville,moderate,Private room,Apartment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bristol
0,Private room,Apartment,Private,Apartment,flexible,Real Bed,Southville,32,NA,2,1,93.62421524663677,0,1,NA,0,1,1,NA,4,1,0,NA,NA,1,32,Southville,flexible,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bristol
10,Private room,Apartment,Private,Apartment,flexible,Real Bed,Clifton,45,100,2,1,95,51,1,3.32,0,1,1,460,4,1,2,211600,97336000,1,45,Clifton,flexible,Private room,Apartment,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Bristol
50,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Central,90,NA,4,1,92,15,1,0.96,0,2,2,467,16,1,1,218089,101847563,2,90,Central,moderate,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bristol
40,Hotel room,Serviced apartment,Private,Apartment,strict,Real Bed,Brislington West,50,94,4,1,96,10,2,0.75,15,1,3,399,16,1,1,159201,63521199,1,50,Brislington West,strict,Hotel room,Serviced apartment,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,Bristol
40,Hotel room,Serviced apartment,Private,Apartment,strict,Real Bed,Brislington West,65,94,4,1,98,10,2,0.64,14,1,3,467,16,1,1,218089,101847563,1,65,Brislington West,strict,Hotel room,Serviced apartment,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Bristol
40,Hotel room,Serviced apartment,Private,Apartment,strict,Real Bed,Brislington West,50,94,4,1,96,9,2,0.58,14,2,3,461,16,1,1,212521,97972181,2,50,Brislington West,strict,Hotel room,Serviced apartment,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Bristol
40,Hotel room,Serviced apartment,Private,Apartment,strict,Real Bed,Brislington West,50,94,4,1,94,7,2,0.46,14,2,3,459,16,1,1,210681,96702579,2,50,Brislington West,strict,Hotel room,Serviced apartment,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Bristol
40,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Hotwells & Harbourside,94,100,5,2,92,44,3,2.89,10,1,2,455,25,2,1,207025,94196375,1,94,Hotwells & Harbourside,strict,Entire home/apt,Apartment,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Bristol
0,Private room,Condominium,Private,Loft,flexible,Real Bed,Brislington West,35,100,1,1,94,15,1,0.96,0,1,1,467,1,1,1,218089,101847563,1,35,Brislington West,flexible,Private room,Condominium,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
7,Private room,Condominium,Private,Loft,strict,Real Bed,Westbury-on-Trym & Henleaze,36,100,2,1,98,24,1,1.69,12,1,4,424,4,1,1,179776,76225024,1,36,Westbury-on-Trym & Henleaze,strict,Private room,Condominium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Bristol
0,Entire home/apt,Condominium,Entire/Apt,Loft,moderate,Real Bed,Southville,100,100,6,1,97,15,1,1,0,16,2,451,36,1,1,203401,91733851,3,100,Southville,moderate,Entire home/apt,Condominium,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,Bristol
49,Hotel room,Serviced apartment,Private,Apartment,moderate,Real Bed,Clifton,90,100,2,1,96,22,2,1.5,15,2,1,438,4,1,1,191844,84027672,2,90,Clifton,moderate,Hotel room,Serviced apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
9,Private room,Apartment,Private,Apartment,moderate,Real Bed,Ashley,35,NA,2,1,98,11,1,0.71,0,1,1,463,4,1,1,214369,99252847,1,35,Ashley,moderate,Private room,Apartment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bristol
40,Hotel room,Serviced apartment,Private,Apartment,strict,Real Bed,Ashley,65,94,4,1,96,5,2,0.33,14,2,3,452,16,1,1,204304,92345408,2,65,Ashley,strict,Hotel room,Serviced apartment,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,Bristol
12,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Southville,65,NA,2,1,100,2,1,0.13,0,2,1,451,4,1,1,203401,91733851,2,65,Southville,flexible,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bristol
20,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Ashley,105,100,4,1.5,97,23,1,1.96,0,2,2,351,16,1,1,123201,43243551,2,105,Ashley,strict,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,Bristol
34,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Central,65,100,2,1,90,30,1,2.05,0,1,1,438,4,1,1,191844,84027672,1,65,Central,strict,Entire home/apt,Apartment,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,Bristol
5,Private room,Apartment,Private,Apartment,strict,Real Bed,St George Central,18,100,1,1,100,17,1,1.11,0,3,1,460,1,1,1,211600,97336000,3,18,St George Central,strict,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Bristol
30,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Clifton Down,75,100,3,1,96,113,2,7.55,20,2,2,448,9,1,2,200704,89915392,2,75,Clifton Down,moderate,Entire home/apt,Apartment,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,Bristol
30,Hotel room,Serviced apartment,Private,Apartment,moderate,Real Bed,Clifton Down,75,100,2,1,85,12,2,0.8,0,1,1,448,4,1,1,200704,89915392,1,75,Clifton Down,moderate,Hotel room,Serviced apartment,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,Bristol
60,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Hartcliffe & Withywood,74,NA,4,2,73,3,4,0.25,15,2,2,354,16,2,1,125316,44361864,2,74,Hartcliffe & Withywood,moderate,Entire home/apt,Apartment,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Bristol
25,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Ashley,175,NA,4,2,93.62421524663677,0,4,NA,0,1,2,NA,16,2,0,NA,NA,1,175,Ashley,moderate,Entire home/apt,Apartment,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Bristol
66,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Ashley,100,NA,6,1,100,5,1,0.35,0,2,5,430,36,1,1,184900,79507000,2,100,Ashley,flexible,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,Bristol
0,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Clifton,75,100,2,1,98,77,1,8.72,0,1,1,264,4,1,2,69696,18399744,1,75,Clifton,strict,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,Bristol
