usd_cleaning_fee,f_room_type,f_property_type,f_room_type2,f_property_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,p_host_response_rate,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,n_accommodates2,f_bathroom,f_number_of_reviews,n_days_since2,n_days_since3,f_minimum_nights,price,neighbourhood_cleansed,cancellation_policy,room_type,property_type,d_elevator,d_familykidfriendly,d_freeparkingonpremises,d_gym,d_hottub,d_petsallowed,d_pool,d_privatebathroom,d_privateentrance,d_selfcheckin,d_smokingallowed,d_tv,d_wheelchairaccessible,d_24hourcheckin,d_airconditioning,d_bathtub,d_breakfast,d_cleaningbeforecheckout,d_coffeemaker,d_dishwasher,city
25,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Central,60,NA,2,1,91,22,2,0.73,10,2,1,902,4,1,1,813604,733870808,2,60,Central,flexible,Entire home/apt,Apartment,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Bristol
0,Private room,Apartment,Private,Apartment,flexible,Real Bed,Horfield,36,100,1,1,100,5,1,0.19,10,1,1,791,1,1,1,625681,494913671,1,36,Horfield,flexible,Private room,Apartment,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Bristol
17,Private room,Apartment,Private,Apartment,strict,Real Bed,Central,53,NA,3,1,93,3,2,0.11,40,1,1,852,9,1,1,725904,618470208,1,53,Central,strict,Private room,Apartment,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bristol
0,Private room,Apartment,Private,Apartment,strict,Couch,Clifton,30,100,1,1,97,181,1,6.17,0,1,1,879,1,1,2,772641,679151439,1,30,Clifton,strict,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bristol
8,Private room,Apartment,Private,Apartment,flexible,Real Bed,Easton,20,NA,1,1,85,4,1,0.27,0,30,1,447,1,1,1,199809,89314623,3,20,Easton,flexible,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Bristol
30,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Clifton Down,43,100,6,1,93,103,4,3.89,20,3,2,794,36,1,2,630436,500566184,3,43,Clifton Down,moderate,Entire home/apt,Apartment,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bristol
30,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Horfield,66,100,4,1,98,147,1,5.05,0,2,2,872,16,1,2,760384,663054848,2,66,Horfield,moderate,Entire home/apt,Apartment,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Bristol
29,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Windmill Hill,74,100,4,1,94,125,2,4.21,15,1,2,890,16,1,2,792100,704969000,1,74,Windmill Hill,moderate,Entire home/apt,Apartment,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Bristol
5,Private room,Apartment,Private,Apartment,strict,Real Bed,Central,39,79,2,1,87,177,1,6.01,0,1,1,882,4,1,2,777924,686128968,1,39,Central,strict,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
8,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Eastville,85,NA,3,1,95,13,2,0.49,15,1,2,788,9,1,1,620944,489303872,1,85,Eastville,moderate,Entire home/apt,Apartment,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Bristol
45,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Ashley,60,90,6,1,88,212,4,7.21,15,2,3,881,36,1,2,776161,683797841,2,60,Ashley,strict,Entire home/apt,Apartment,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Bristol
0,Private room,Apartment,Private,Apartment,strict,Real Bed,Southville,25,100,1,1.5,91,220,1,7.47,7,1,1,882,1,1,2,777924,686128968,1,25,Southville,strict,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Bristol
25,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Central,98,50,4,1,95,18,2,0.66,5,1,2,815,16,1,1,664225,541343375,1,98,Central,strict,Entire home/apt,Apartment,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bristol
10,Private room,Apartment,Private,Apartment,moderate,Real Bed,Southville,36,NA,1,1,100,9,1,0.31,10,14,1,870,1,1,1,756900,658503000,3,36,Southville,moderate,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
30,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Central,126,94,6,2,97,6,4,0.21,15,1,3,859,36,2,1,737881,633839779,1,126,Central,strict,Entire home/apt,Apartment,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Bristol
25,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Lawrence Hill,128,70,6,1,89,59,4,2.07,0,3,3,853,36,1,2,727609,620650477,3,128,Lawrence Hill,moderate,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,Bristol
0,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Windmill Hill,45,NA,2,1,90,2,1,0.07,0,2,1,865,4,1,1,748225,647214625,2,45,Windmill Hill,strict,Entire home/apt,Apartment,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
25,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Lawrence Hill,84,70,4,1,92,32,2,1.15,0,3,1,832,16,1,1,692224,575930368,3,84,Lawrence Hill,moderate,Entire home/apt,Apartment,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Bristol
4,Private room,Apartment,Private,Apartment,moderate,Real Bed,Hotwells & Harbourside,35,NA,2,1,92,12,1,0.42,0,3,1,863,4,1,1,744769,642735647,3,35,Hotwells & Harbourside,moderate,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
0,Private room,Apartment,Private,Apartment,moderate,Real Bed,Lawrence Hill,49,NA,2,1,93.62421524663677,0,2,NA,15,1,1,NA,4,1,0,NA,NA,1,49,Lawrence Hill,moderate,Private room,Apartment,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Bristol
20,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Clifton,70,NA,4,1,97,56,2,2.16,20,1,1,775,16,1,2,600625,465484375,1,70,Clifton,moderate,Entire home/apt,Apartment,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
4,Private room,Apartment,Private,Apartment,flexible,Real Bed,Windmill Hill,26,100,1,1,95,131,1,4.56,0,1,1,861,1,1,2,741321,638277381,1,26,Windmill Hill,flexible,Private room,Apartment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bristol
0,Private room,Apartment,Private,Apartment,moderate,Real Bed,Central,42,NA,2,1,99,66,1,2.31,0,1,1,855,4,1,2,731025,625026375,1,42,Central,moderate,Private room,Apartment,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Bristol
0,Private room,Apartment,Private,Apartment,flexible,Real Bed,Ashley,30,NA,1,1,100,1,1,0.03,0,50,1,858,1,1,1,736164,631628712,3,30,Ashley,flexible,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
0,Private room,Apartment,Private,Apartment,flexible,Real Bed,Clifton,44,NA,2,1,93.62421524663677,0,1,NA,0,2,1,NA,4,1,0,NA,NA,2,44,Clifton,flexible,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bristol
0,Private room,Apartment,Private,Apartment,flexible,Real Bed,Hotwells & Harbourside,23,NA,1,1,98,17,1,0.6,0,1,1,853,1,1,1,727609,620650477,1,23,Hotwells & Harbourside,flexible,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Bristol
0,Private room,Apartment,Private,Apartment,moderate,Real Bed,Hotwells & Harbourside,34,NA,2,1,100,2,1,0.07,0,1,1,843,4,1,1,710649,599077107,1,34,Hotwells & Harbourside,moderate,Private room,Apartment,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
20,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Clifton,70,80,4,1,88,21,2,0.74,10,2,2,851,16,1,1,724201,616295051,2,70,Clifton,strict,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Bristol
15,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Hotwells & Harbourside,99,NA,4,2,100,7,1,0.24,25,1,2,859,16,2,1,737881,633839779,1,99,Hotwells & Harbourside,strict,Entire home/apt,Apartment,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,Bristol
26,Hotel room,Serviced apartment,Private,Apartment,strict,Real Bed,Central,60,100,2,1,90,21,1,0.74,0,1,1,849,4,1,1,720801,611960049,1,60,Central,strict,Hotel room,Serviced apartment,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Bristol
20,Private room,Apartment,Private,Apartment,flexible,Real Bed,Ashley,40,NA,2,1,93.62421524663677,0,1,NA,0,10,1,NA,4,1,0,NA,NA,3,40,Ashley,flexible,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bristol
50,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Lawrence Hill,80,100,4,1,85,97,1,3.44,0,1,2,845,16,1,2,714025,603351125,1,80,Lawrence Hill,strict,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
6,Private room,Apartment,Private,Apartment,flexible,Real Bed,Clifton,44,100,2,1,82,9,1,0.31,12,1,1,858,4,1,1,736164,631628712,1,44,Clifton,flexible,Private room,Apartment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bristol
40,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Central,90,92,4,2,97,209,2,7.54,5,2,2,831,16,2,2,690561,573856191,2,90,Central,strict,Entire home/apt,Apartment,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,Bristol
5,Private room,Apartment,Private,Apartment,flexible,Real Bed,St George Troopers Hill,29,100,2,1,98,47,1,2.23,5,1,1,632,4,1,1,399424,252435968,1,29,St George Troopers Hill,flexible,Private room,Apartment,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,Bristol
0,Private room,Apartment,Private,Apartment,flexible,Real Bed,Clifton,27,NA,1,1,94,32,1,1.13,0,1,1,846,1,1,1,715716,605495736,1,27,Clifton,flexible,Private room,Apartment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bristol
30,Hotel room,Serviced apartment,Private,Apartment,strict,Real Bed,Central,75,94,3,1,82,17,2,0.64,15,1,2,790,9,1,1,624100,493039000,1,75,Central,strict,Hotel room,Serviced apartment,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,Bristol
0,Private room,Apartment,Private,Apartment,moderate,Real Bed,Clifton Down,50,NA,2,1,100,4,1,0.16,0,2,1,734,4,1,1,538756,395446904,2,50,Clifton Down,moderate,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bristol
15,Private room,Apartment,Private,Apartment,moderate,Real Bed,Bedminster,65,NA,2,1,100,4,1,0.14,0,1,1,832,4,1,1,692224,575930368,1,65,Bedminster,moderate,Private room,Apartment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bristol
30,Hotel room,Serviced apartment,Private,Apartment,strict,Real Bed,Hotwells & Harbourside,75,94,2,1,95,17,1,0.61,0,1,1,838,4,1,1,702244,588480472,1,75,Hotwells & Harbourside,strict,Hotel room,Serviced apartment,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Bristol
30,Hotel room,Serviced apartment,Private,Apartment,strict,Real Bed,Hotwells & Harbourside,50,94,2,1,85,8,1,0.33,0,1,1,733,4,1,1,537289,393832837,1,50,Hotwells & Harbourside,strict,Hotel room,Serviced apartment,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Bristol
25,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Cotham,74,90,2,2,100,43,1,1.56,0,2,1,827,4,2,1,683929,565609283,2,74,Cotham,flexible,Entire home/apt,Apartment,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bristol
35,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Cotham,73,100,2,1,89,40,1,1.44,0,2,1,830,4,1,1,688900,571787000,2,73,Cotham,moderate,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Bristol
30,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Clifton,75,100,2,1,100,151,1,5.41,0,2,1,837,4,1,2,700569,586376253,2,75,Clifton,strict,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,Bristol
6,Private room,Apartment,Private,Apartment,strict,Real Bed,Ashley,35,NA,1,1,97,27,1,1,20,3,1,808,1,1,1,652864,527514112,3,35,Ashley,strict,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
25,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Windmill Hill,120,100,4,1,97,151,2,5.43,15,1,2,834,16,1,2,695556,580093704,1,120,Windmill Hill,strict,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,Bristol
0,Private room,Apartment,Private,Apartment,flexible,Real Bed,Clifton,34,100,2,1,98,140,1,5.05,6,2,1,830,4,1,2,688900,571787000,2,34,Clifton,flexible,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,Bristol
60,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Clifton,100,100,6,1,94,28,2,1,15,2,4,837,36,1,1,700569,586376253,2,100,Clifton,moderate,Entire home/apt,Apartment,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Bristol
22,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Windmill Hill,60,100,3,1,94,53,2,1.91,15,2,2,833,9,1,2,693889,578009537,2,60,Windmill Hill,moderate,Entire home/apt,Apartment,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bristol
25,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Ashley,69,100,5,1,91,136,2,4.9,15,2,3,832,25,1,2,692224,575930368,2,69,Ashley,moderate,Entire home/apt,Apartment,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Bristol
30,Entire home/apt,Loft,Entire/Apt,Loft,moderate,Real Bed,Ashley,100,100,4,1.5,100,6,2,0.29,20,10,3,613,16,1,1,375769,230346397,3,100,Ashley,moderate,Entire home/apt,Loft,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,Bristol
5,Private room,Apartment,Private,Apartment,flexible,Real Bed,Lawrence Hill,50,NA,3,1,93.62421524663677,2,1,0.08,0,1,2,793,9,1,1,628849,498677257,1,50,Lawrence Hill,flexible,Private room,Apartment,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,Bristol
50,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Ashley,80,100,4,1,94,48,1,1.73,0,1,1,829,16,1,1,687241,569722789,1,80,Ashley,strict,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Bristol
30,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Clifton,80,100,4,1,96,168,2,6.11,30,1,4,824,16,1,2,678976,559476224,1,80,Clifton,strict,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Bristol
10,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Westbury-on-Trym & Henleaze,60,100,2,1,100,71,1,2.77,0,1,1,767,4,1,2,588289,451217663,1,60,Westbury-on-Trym & Henleaze,moderate,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Bristol
30,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Central,80,100,2,1,94,71,1,2.93,0,1,1,725,4,1,2,525625,381078125,1,80,Central,moderate,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,Bristol
5,Private room,Apartment,Private,Apartment,flexible,Real Bed,Southville,36,NA,2,1,93.62421524663677,0,1,NA,8,1,1,NA,4,1,0,NA,NA,1,36,Southville,flexible,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bristol
45,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Bishopston & Ashley Down,85,100,4,1.5,96,63,1,2.33,0,2,2,811,16,1,2,657721,533411731,2,85,Bishopston & Ashley Down,moderate,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Bristol
50,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Southville,70,100,4,1,91,101,1,3.71,0,4,2,815,16,1,2,664225,541343375,3,70,Southville,strict,Entire home/apt,Apartment,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,Bristol
5,Private room,Apartment,Private,Apartment,moderate,Real Bed,Westbury-on-Trym & Henleaze,49,100,2,1,100,11,1,0.4,10,1,1,819,4,1,1,670761,549353259,1,49,Westbury-on-Trym & Henleaze,moderate,Private room,Apartment,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Bristol
60,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Ashley,73,NA,4,1,95,29,1,1.16,0,3,2,751,16,1,1,564001,423564751,3,73,Ashley,strict,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Bristol
10,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Cotham,75,100,4,1,99,78,2,2.99,20,2,2,782,16,1,2,611524,478211768,2,75,Cotham,moderate,Entire home/apt,Apartment,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,Bristol
17,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Lawrence Hill,89,100,2,1,96,25,2,0.93,0,3,1,807,4,1,1,651249,525557943,3,89,Lawrence Hill,moderate,Entire home/apt,Apartment,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
0,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Hotwells & Harbourside,75,NA,2,1,70,2,1,0.07,0,1,1,816,4,1,1,665856,543338496,1,75,Hotwells & Harbourside,flexible,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
30,Hotel room,Serviced apartment,Private,Apartment,strict,Real Bed,Hotwells & Harbourside,71,94,2,1,85,15,1,0.6,0,1,1,744,4,1,1,553536,411830784,1,71,Hotwells & Harbourside,strict,Hotel room,Serviced apartment,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Bristol
35,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Westbury-on-Trym & Henleaze,81,100,4,1,97,60,2,2.22,15,2,2,811,16,1,2,657721,533411731,2,81,Westbury-on-Trym & Henleaze,moderate,Entire home/apt,Apartment,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Bristol
39,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Brislington West,70,100,6,1,93,182,4,6.69,15,2,4,815,36,1,2,664225,541343375,2,70,Brislington West,moderate,Entire home/apt,Apartment,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
0,Private room,Apartment,Private,Apartment,flexible,Real Bed,Redland,43,NA,2,2.5,93.62421524663677,0,1,NA,0,1,1,NA,4,2,0,NA,NA,1,43,Redland,flexible,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
10,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Southville,88,100,4,1,99,60,1,2.2,0,1,2,816,16,1,2,665856,543338496,1,88,Southville,flexible,Entire home/apt,Apartment,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,Bristol
30,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Central,126,94,6,2,100,3,4,0.12,20,2,3,771,36,2,1,594441,458314011,2,126,Central,strict,Entire home/apt,Apartment,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Bristol
59,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Clifton,89,90,4,1,98,76,2,2.79,14,1,2,815,16,1,2,664225,541343375,1,89,Clifton,strict,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Bristol
35,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Windmill Hill,60,100,4,1,97,110,2,4.26,15,2,2,773,16,1,2,597529,461889917,2,60,Windmill Hill,moderate,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bristol
40,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Windmill Hill,90,90,3,1,95,91,1,3.39,0,2,2,804,9,1,2,646416,519718464,2,90,Windmill Hill,moderate,Entire home/apt,Apartment,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Bristol
6,Hotel room,Serviced apartment,Private,Apartment,strict,Real Bed,Central,37,79,2,1,84,126,2,4.81,8,1,1,785,4,1,2,616225,483736625,1,37,Central,strict,Hotel room,Serviced apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
0,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Hotwells & Harbourside,69,NA,2,1,100,7,1,0.26,20,2,1,805,4,1,1,648025,521660125,2,69,Hotwells & Harbourside,moderate,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Bristol
0,Private room,Apartment,Private,Apartment,flexible,Real Bed,Clifton Down,30,100,1,1,100,3,1,0.12,0,1,1,778,1,1,1,605284,470910952,1,30,Clifton Down,flexible,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
30,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Clifton Down,80,NA,4,1,100,3,1,0.12,0,4,2,774,16,1,1,599076,463684824,3,80,Clifton Down,strict,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Bristol
5,Private room,Loft,Private,Loft,flexible,Real Bed,Southville,37,NA,2,0,100,5,1,0.19,5,1,1,808,4,0,1,652864,527514112,1,37,Southville,flexible,Private room,Loft,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,Bristol
10,Private room,Apartment,Private,Apartment,moderate,Real Bed,Cotham,50,100,2,1.5,99,63,1,2.37,25,2,1,797,4,1,2,635209,506261573,2,50,Cotham,moderate,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Bristol
10,Private room,Apartment,Private,Apartment,flexible,Real Bed,Central,55,100,2,1,95,22,1,1.79,5,1,1,368,4,1,1,135424,49836032,1,55,Central,flexible,Private room,Apartment,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,Bristol
27,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Central,71,100,4,1,97,23,1,0.87,15,2,2,788,16,1,1,620944,489303872,2,71,Central,strict,Entire home/apt,Apartment,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,Bristol
34,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Clifton Down,65,100,2,1,89,99,1,3.75,0,1,1,791,4,1,2,625681,494913671,1,65,Clifton Down,strict,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Bristol
35,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Clifton Down,95,80,4,1,86,61,4,2.32,0,2,2,788,16,1,2,620944,489303872,2,95,Clifton Down,moderate,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,Bristol
30,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Clifton Down,75,100,2,1,96,71,2,2.79,0,1,1,763,4,1,2,582169,444194947,1,75,Clifton Down,moderate,Entire home/apt,Apartment,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,Bristol
50,Hotel room,Serviced apartment,Private,Apartment,strict,Real Bed,Central,112,94,6,2,80,5,2,0.19,18,1,3,781,36,2,1,609961,476379541,1,112,Central,strict,Hotel room,Serviced apartment,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Bristol
0,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Ashley,140,100,4,1,100,2,1,0.23,0,3,2,256,16,1,1,65536,16777216,3,140,Ashley,flexible,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bristol
20,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Clifton,65,100,4,1.5,95,127,2,4.79,15,1,2,795,16,1,2,632025,502459875,1,65,Clifton,moderate,Entire home/apt,Apartment,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bristol
10,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Easton,69,100,2,1,92,81,2,3.13,30,2,1,776,4,1,2,602176,467288576,2,69,Easton,strict,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Bristol
45,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Clifton,100,75,4,1,95,22,4,0.87,20,2,3,754,16,1,1,568516,428661064,2,100,Clifton,flexible,Entire home/apt,Apartment,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Bristol
