usd_cleaning_fee,f_room_type,f_property_type,f_room_type2,f_property_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,p_host_response_rate,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,n_accommodates2,f_bathroom,f_number_of_reviews,n_days_since2,n_days_since3,f_minimum_nights,price,neighbourhood_cleansed,cancellation_policy,room_type,property_type,d_elevator,d_familykidfriendly,d_freeparkingonpremises,d_gym,d_hottub,d_petsallowed,d_pool,d_privatebathroom,d_privateentrance,d_selfcheckin,d_smokingallowed,d_tv,d_wheelchairaccessible,d_24hourcheckin,d_airconditioning,d_bathtub,d_breakfast,d_cleaningbeforecheckout,d_coffeemaker,d_dishwasher,city
0,Private room,Apartment,Private,Apartment,strict,Real Bed,City Centre,60,100,2,1.5,98,419,2,4.03,0,2,1,3120,4,1,2,9734400,30371328000,2,60,City Centre,strict,Private room,Apartment,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Manchester
20,Entire home/apt,Loft,Entire/Apt,Loft,moderate,Real Bed,Salford District,34,100,3,1,98,93,1,0.98,14,2,2,2833,9,1,2,8025889,22737343537,2,34,Salford District,moderate,Entire home/apt,Loft,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,Manchester
0,Private room,Apartment,Private,Apartment,flexible,Real Bed,Ancoats and Clayton,37,NA,1,1,93,64,1,0.67,0,180,1,2846,1,1,2,8099716,23051791736,3,37,Ancoats and Clayton,flexible,Private room,Apartment,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Manchester
6,Private room,Apartment,Private,Apartment,moderate,Real Bed,City Centre,48,100,2,1,97,321,2,3.69,16,2,1,2612,4,1,2,6822544,17820484928,2,48,City Centre,moderate,Private room,Apartment,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Manchester
50,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Hulme,150,100,6,1,96,201,4,2.17,15,2,3,2778,36,1,2,7717284,21438614952,2,150,Hulme,moderate,Entire home/apt,Apartment,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,Manchester
0,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Trafford District,58,100,2,1,99,260,1,2.93,10,2,1,2660,4,1,2,7075600,18821096000,2,58,Trafford District,moderate,Entire home/apt,Apartment,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,Manchester
60,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Ancoats and Clayton,49,100,4,2,97,13,1,1.65,20,2,2,236,16,2,1,55696,13144256,2,49,Ancoats and Clayton,strict,Entire home/apt,Apartment,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Manchester
11,Private room,Apartment,Private,Apartment,moderate,Real Bed,Ancoats and Clayton,36,94,2,1,97,143,1,3.63,0,2,1,1182,4,1,2,1397124,1651400568,2,36,Ancoats and Clayton,moderate,Private room,Apartment,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Manchester
0,Private room,Loft,Private,Loft,moderate,Real Bed,City Centre,53,100,2,1.5,98,227,1,2.58,20,2,1,2637,4,1,2,6953769,18337088853,2,53,City Centre,moderate,Private room,Loft,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,Manchester
20,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Ancoats and Clayton,85,100,4,2,93,206,4,2.59,0,1,2,2385,16,2,2,5688225,13566416625,1,85,Ancoats and Clayton,strict,Entire home/apt,Apartment,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,Manchester
20,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Old Moat,55,100,2,1,96,191,1,2.21,0,3,2,2589,4,1,2,6702921,17353862469,3,55,Old Moat,strict,Entire home/apt,Apartment,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,Manchester
5,Private room,Apartment,Private,Apartment,flexible,Real Bed,Hulme,36,100,2,1,99,167,1,2.1,0,2,1,2385,4,1,2,5688225,13566416625,2,36,Hulme,flexible,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Manchester
10,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Didsbury West,75,100,3,2,85,23,1,0.34,0,14,2,2055,9,2,1,4223025,8678316375,3,75,Didsbury West,strict,Entire home/apt,Apartment,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,Manchester
10,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Didsbury East,70,100,4,3,97,19,3,0.3,4,7,3,1924,16,2,1,3701776,7122217024,3,70,Didsbury East,strict,Entire home/apt,Apartment,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,Manchester
10,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Stockport District,68,100,3,1.5,89,22,1,0.29,0,7,2,2282,9,1,1,5207524,11883569768,3,68,Stockport District,strict,Entire home/apt,Apartment,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,Manchester
0,Private room,Apartment,Private,Apartment,moderate,Real Bed,City Centre,40,100,1,1,92,252,1,3.2,20,1,1,2365,1,1,2,5593225,13227977125,1,40,City Centre,moderate,Private room,Apartment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester
0,Private room,Apartment,Private,Apartment,flexible,Real Bed,Salford District,66,NA,1,1,92.84275321768327,0,1,NA,0,3,1,NA,1,1,0,NA,NA,3,66,Salford District,flexible,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester
0,Private room,Apartment,Private,Apartment,moderate,Real Bed,Didsbury East,32,70,2,1,94,99,1,1.26,0,2,1,2349,4,1,2,5517801,12961314549,2,32,Didsbury East,moderate,Private room,Apartment,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Manchester
20,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Longsight,75,100,4,1,90,2,2,0.03,15,1,2,2211,16,1,1,4888521,10808519931,1,75,Longsight,strict,Entire home/apt,Apartment,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Manchester
16,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Whalley Range,60,100,5,1,92,27,2,0.35,15,20,3,2294,25,1,1,5262436,12072028184,3,60,Whalley Range,strict,Entire home/apt,Apartment,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester
10,Private room,Loft,Private,Loft,moderate,Real Bed,Chorlton,40,NA,2,1,98,35,1,0.48,20,1,1,2169,4,1,1,4704561,10204192809,1,40,Chorlton,moderate,Private room,Loft,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Manchester
10,Private room,Apartment,Private,Apartment,flexible,Real Bed,Hulme,32,100,2,1,97,107,1,1.43,19,2,1,2243,4,1,2,5031049,11284642907,2,32,Hulme,flexible,Private room,Apartment,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,Manchester
25,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Ancoats and Clayton,67,100,4,1,99,110,2,1.53,30,3,2,2156,16,1,2,4648336,10021812416,3,67,Ancoats and Clayton,strict,Entire home/apt,Apartment,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,Manchester
0,Private room,Apartment,Private,Apartment,strict,Real Bed,Whalley Range,45,50,2,1,92.84275321768327,0,1,NA,0,4,2,NA,4,1,0,NA,NA,3,45,Whalley Range,strict,Private room,Apartment,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Manchester
60,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Didsbury West,99,80,4,1.5,99,14,1,0.26,0,2,4,1600,16,1,1,2560000,4096000000,2,99,Didsbury West,moderate,Entire home/apt,Apartment,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Manchester
35,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Cheetham,60,100,5,1,95,88,1,1.51,15,1,2,1749,25,1,2,3059001,5350192749,1,60,Cheetham,moderate,Entire home/apt,Apartment,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,Manchester
0,Private room,Apartment,Private,Apartment,strict,Real Bed,Higher Blackley,55,NA,2,1,85,4,1,0.06,30,1,1,1985,4,1,1,3940225,7821346625,1,55,Higher Blackley,strict,Private room,Apartment,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Manchester
10,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Moss Side,37,100,3,1,20,2,2,0.03,7,1,1,2210,9,1,1,4884100,10793861000,1,37,Moss Side,moderate,Entire home/apt,Apartment,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Manchester
45,Private room,Apartment,Private,Apartment,moderate,Real Bed,Trafford District,60,NA,2,1,93,6,1,0.08,20,2,1,2175,4,1,1,4730625,10289109375,2,60,Trafford District,moderate,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Manchester
10,Private room,Apartment,Private,Apartment,strict,Real Bed,Rusholme,25,100,1,1,76,5,1,0.12,10,1,1,1237,1,1,1,1530169,1892819053,1,25,Rusholme,strict,Private room,Apartment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester
0,Entire home/apt,Loft,Entire/Apt,Loft,strict,Real Bed,City Centre,60,NA,4,1,96,17,2,0.25,79,69,4,2050,16,1,1,4202500,8615125000,3,60,City Centre,strict,Entire home/apt,Loft,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Manchester
0,Private room,Apartment,Private,Apartment,strict,Real Bed,Hulme,36,100,2,1,96,227,1,3.22,6,1,1,2112,4,1,2,4460544,9420668928,1,36,Hulme,strict,Private room,Apartment,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,Manchester
5,Private room,Apartment,Private,Apartment,strict,Real Bed,Ancoats and Clayton,45,100,2,1,94,24,2,0.4,0,1,1,1804,4,1,1,3254416,5870966464,1,45,Ancoats and Clayton,strict,Private room,Apartment,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Manchester
10,Private room,Apartment,Private,Apartment,moderate,Real Bed,Whalley Range,30,100,2,1,95,109,1,1.87,10,2,1,1749,4,1,2,3059001,5350192749,2,30,Whalley Range,moderate,Private room,Apartment,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Manchester
0,Private room,Apartment,Private,Apartment,moderate,Real Bed,Ancoats and Clayton,42,100,2,1,98,293,1,4.33,10,2,1,2029,4,1,2,4116841,8353070389,2,42,Ancoats and Clayton,moderate,Private room,Apartment,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,Manchester
10,Private room,Apartment,Private,Apartment,flexible,Real Bed,City Centre,50,100,2,1,97,90,1,1.34,5,2,1,2014,4,1,2,4056196,8169178744,2,50,City Centre,flexible,Private room,Apartment,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,Manchester
0,Entire home/apt,Loft,Entire/Apt,Loft,strict,Real Bed,City Centre,64,NA,4,1,82,12,2,0.19,79,69,2,1943,16,1,1,3775249,7335308807,3,64,City Centre,strict,Entire home/apt,Loft,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Manchester
0,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Ancoats and Clayton,87,NA,4,1,98,207,2,3.16,0,300,2,1967,16,1,2,3869089,7610498063,3,87,Ancoats and Clayton,strict,Entire home/apt,Apartment,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,Manchester
25,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Bradford,40,100,4,1,94,112,2,2.7,15,3,2,1245,16,1,2,1550025,1929781125,3,40,Bradford,moderate,Entire home/apt,Apartment,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Manchester
0,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Salford District,75,NA,5,2,92.84275321768327,3,1,0.06,0,1,2,1504,25,2,1,2262016,3402072064,1,75,Salford District,flexible,Entire home/apt,Apartment,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Manchester
20,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Old Moat,60,100,2,1,98,399,1,6.2,0,1,1,1930,4,1,2,3724900,7189057000,1,60,Old Moat,moderate,Entire home/apt,Apartment,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,Manchester
0,Private room,Apartment,Private,Apartment,moderate,Real Bed,Trafford District,40,83,2,1,99,26,1,0.42,8,2,1,1868,4,1,1,3489424,6518244032,2,40,Trafford District,moderate,Private room,Apartment,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Manchester
60,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,City Centre,60,100,3,1,90,8,2,0.17,8,14,3,1390,9,1,1,1932100,2685619000,3,60,City Centre,moderate,Entire home/apt,Apartment,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Manchester
12,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Trafford District,60,100,2,1,97,150,2,2.36,12,2,2,1906,4,1,2,3632836,6924185416,2,60,Trafford District,strict,Entire home/apt,Apartment,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,Manchester
0,Private room,Loft,Private,Loft,moderate,Real Bed,Hulme,39,100,2,1.5,99,339,1,5.24,20,1,1,1941,4,1,2,3767481,7312680621,1,39,Hulme,moderate,Private room,Loft,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,Manchester
0,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,City Centre,185,100,4,2,100,202,1,3.15,0,1,2,1923,16,2,2,3697929,7111117467,1,185,City Centre,strict,Entire home/apt,Apartment,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,Manchester
0,Private room,Apartment,Private,Apartment,flexible,Real Bed,Bradford,45,100,2,1,96,42,1,0.67,25,2,1,1875,4,1,1,3515625,6591796875,2,45,Bradford,flexible,Private room,Apartment,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Manchester
18,Private room,Loft,Private,Loft,flexible,Real Bed,Stockport District,38,100,2,1,94,10,1,0.75,7,2,1,398,4,1,1,158404,63044792,2,38,Stockport District,flexible,Private room,Loft,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Manchester
0,Private room,Apartment,Private,Apartment,moderate,Real Bed,City Centre,45,100,1,1.5,97,240,1,3.78,0,3,1,1902,1,1,2,3617604,6880682808,3,45,City Centre,moderate,Private room,Apartment,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Manchester
20,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Bradford,60,100,2,1,99,206,1,3.33,0,2,1,1854,4,1,2,3437316,6372783864,2,60,Bradford,moderate,Entire home/apt,Apartment,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Manchester
25,Entire home/apt,Loft,Entire/Apt,Loft,strict,Real Bed,City Centre,159,100,4,2.5,99,140,1,2.22,25,2,2,1889,16,2,2,3568321,6740558369,2,159,City Centre,strict,Entire home/apt,Loft,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,Manchester
50,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,City Centre,90,100,2,1,96,40,1,0.64,0,5,1,1878,4,1,1,3526884,6623488152,3,90,City Centre,strict,Entire home/apt,Apartment,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Manchester
0,Private room,Apartment,Private,Apartment,moderate,Real Bed,Chorlton,39,NA,2,1,97,7,1,0.11,0,1,1,1872,4,1,1,3504384,6560206848,1,39,Chorlton,moderate,Private room,Apartment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester
0,Private room,Apartment,Private,Apartment,moderate,Couch,Salford District,24,NA,1,2,97,7,1,0.19,0,2,1,1080,1,2,1,1166400,1259712000,2,24,Salford District,moderate,Private room,Apartment,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Manchester
30,Private room,Apartment,Private,Apartment,strict,Real Bed,City Centre,40,90,2,1,94,182,1,3.05,10,4,1,1790,4,1,2,3204100,5735339000,3,40,City Centre,strict,Private room,Apartment,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,Manchester
0,Private room,Loft,Private,Loft,strict,Real Bed,City Centre,77,100,2,1,99,299,1,5.11,0,1,1,1753,4,1,2,3073009,5386984777,1,77,City Centre,strict,Private room,Loft,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Manchester
0,Private room,Apartment,Private,Apartment,flexible,Real Bed,City Centre,35,NA,1,1,80,1,1,0.02,0,1,1,1262,1,1,1,1592644,2009916728,1,35,City Centre,flexible,Private room,Apartment,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Manchester
10,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Longsight,50,90,3,1,88,151,1,2.46,0,1,1,1841,9,1,2,3389281,6239666321,1,50,Longsight,moderate,Entire home/apt,Apartment,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Manchester
20,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Chorlton Park,80,85,4,2,96,122,2,1.99,10,2,2,1840,16,2,2,3385600,6229504000,2,80,Chorlton Park,strict,Entire home/apt,Apartment,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,Manchester
0,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Withington,100,100,2,1.5,96,31,1,0.51,20,1,1,1805,4,1,1,3258025,5880735125,1,100,Withington,strict,Entire home/apt,Apartment,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Manchester
30,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Trafford District,80,100,6,1,98,59,2,7.44,10,1,6,237,36,1,2,56169,13312053,1,80,Trafford District,strict,Entire home/apt,Apartment,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Manchester
10,Private room,Apartment,Private,Apartment,moderate,Real Bed,Whalley Range,20,100,2,1,95,37,1,0.61,10,2,1,1809,4,1,1,3272481,5919918129,2,20,Whalley Range,moderate,Private room,Apartment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manchester
0,Private room,Apartment,Private,Apartment,flexible,Real Bed,Salford District,28,100,2,1,93,256,1,4.24,22,1,1,1811,4,1,2,3279721,5939574731,1,28,Salford District,flexible,Private room,Apartment,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Manchester
30,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Rusholme,69,100,6,2,73,6,1,0.11,12,1,1,1634,36,2,1,2669956,4362708104,1,69,Rusholme,moderate,Entire home/apt,Apartment,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Manchester
15,Private room,Apartment,Private,Apartment,strict,Real Bed,Trafford District,45,100,1,1,95,32,1,0.57,0,1,1,1693,1,1,1,2866249,4852559557,1,45,Trafford District,strict,Private room,Apartment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Manchester
15,Private room,Apartment,Private,Apartment,strict,Real Bed,Chorlton,45,100,1,1.5,89,40,1,0.66,0,2,1,1804,1,1,1,3254416,5870966464,2,45,Chorlton,strict,Private room,Apartment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Manchester
0,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Salford District,65,100,2,1,98,188,1,3.13,0,2,1,1799,4,1,2,3236401,5822285399,2,65,Salford District,flexible,Entire home/apt,Apartment,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,Manchester
30,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Ancoats and Clayton,78,100,6,1.5,96,485,2,8.09,19,2,2,1797,36,1,NA,3229209,5802888573,2,78,Ancoats and Clayton,moderate,Entire home/apt,Apartment,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,Manchester
12,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Bury District,45,100,2,1,98,122,1,2.09,0,3,1,1750,4,1,2,3062500,5359375000,3,45,Bury District,moderate,Entire home/apt,Apartment,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Manchester
15,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,City Centre,99,100,4,1.5,92,159,1,2.77,0,1,2,1724,16,1,2,2972176,5124031424,1,99,City Centre,moderate,Entire home/apt,Apartment,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Manchester
30,Entire home/apt,Condominium,Entire/Apt,Loft,moderate,Real Bed,Whalley Range,150,100,4,2,100,1,1,0.23,0,2,2,132,16,2,1,17424,2299968,2,150,Whalley Range,moderate,Entire home/apt,Condominium,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Manchester
90,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Bradford,90,63,4,3,95,9,4,0.18,0,3,2,1536,16,2,1,2359296,3623878656,3,90,Bradford,strict,Entire home/apt,Apartment,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,Manchester
0,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,City Centre,78,NA,4,1,90,10,2,0.21,79,69,2,1417,16,1,1,2007889,2845178713,3,78,City Centre,strict,Entire home/apt,Apartment,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Manchester
0,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,City Centre,100,94,4,1,87,3,1,0.09,0,7,2,955,16,1,1,912025,870983875,3,100,City Centre,flexible,Entire home/apt,Apartment,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Manchester
0,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Salford District,100,94,4,2,100,12,1,0.21,0,7,2,1677,16,2,1,2812329,4716275733,3,100,Salford District,flexible,Entire home/apt,Apartment,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Manchester
35,Entire home/apt,Condominium,Entire/Apt,Loft,moderate,Real Bed,Miles Platting and Newton Heath,63,100,3,1,97,106,2,3.15,10,2,2,1007,9,1,2,1014049,1021147343,2,63,Miles Platting and Newton Heath,moderate,Entire home/apt,Condominium,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Manchester
0,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,Oldham District,65,100,3,1,99,54,1,1.23,10,2,3,1320,9,1,2,1742400,2299968000,2,65,Oldham District,strict,Entire home/apt,Apartment,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,Manchester
30,Entire home/apt,Loft,Entire/Apt,Loft,strict,Real Bed,Salford District,99,100,4,1,97,201,1,3.55,0,3,2,1699,16,1,2,2886601,4904335099,3,99,Salford District,strict,Entire home/apt,Loft,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,Manchester
45,Entire home/apt,Condominium,Entire/Apt,Loft,moderate,Real Bed,City Centre,82,100,4,2,97,153,2,3.12,25,182,2,1468,16,2,2,2155024,3163575232,3,82,City Centre,moderate,Entire home/apt,Condominium,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,Manchester
10,Private room,Apartment,Private,Apartment,flexible,Real Bed,Salford District,31,100,2,1,100,9,1,7.71,5,1,1,34,4,1,1,1156,39304,1,31,Salford District,flexible,Private room,Apartment,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Manchester
20,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Salford District,70,NA,4,2,92.84275321768327,0,1,NA,0,1,2,NA,16,2,0,NA,NA,1,70,Salford District,flexible,Entire home/apt,Apartment,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Manchester
90,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Bradford,100,99,4,2,95,58,4,1.03,0,5,2,1684,16,2,2,2835856,4775581504,3,100,Bradford,moderate,Entire home/apt,Apartment,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,Manchester
0,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Cheetham,200,NA,4,2,95,5,1,0.09,0,1,2,1674,16,2,1,2802276,4691010024,1,200,Cheetham,flexible,Entire home/apt,Apartment,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Manchester
60,Entire home/apt,Apartment,Entire/Apt,Apartment,strict,Real Bed,City Centre,74,100,5,2,94,7,2,0.15,10,10,2,1433,25,2,1,2053489,2942649737,3,74,City Centre,strict,Entire home/apt,Apartment,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Manchester
10,Private room,Apartment,Private,Apartment,strict,Real Bed,Chorlton,25,100,2,1,100,29,1,0.65,20,2,1,1345,4,1,1,1809025,2433138625,2,25,Chorlton,strict,Private room,Apartment,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Manchester
0,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,Trafford District,95,100,3,1,98,43,1,0.78,0,2,4,1662,9,1,1,2762244,4590849528,2,95,Trafford District,moderate,Entire home/apt,Apartment,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,Manchester
30,Entire home/apt,Apartment,Entire/Apt,Apartment,moderate,Real Bed,City Centre,175,NA,6,2,98,14,4,0.26,20,2,3,1632,36,2,1,2663424,4346707968,2,175,City Centre,moderate,Entire home/apt,Apartment,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,Manchester
0,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,Didsbury East,43,NA,4,2,92.84275321768327,0,1,NA,0,2,2,NA,16,2,0,NA,NA,2,43,Didsbury East,flexible,Entire home/apt,Apartment,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Manchester
10,Entire home/apt,Apartment,Entire/Apt,Apartment,flexible,Real Bed,City Centre,95,100,4,2,94,244,4,4.51,20,1,2,1622,16,2,2,2630884,4267293848,1,95,City Centre,flexible,Entire home/apt,Apartment,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Manchester
